,kingdom,phylum,class,order,family,genus
ASV_6633,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_6634,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,NA
ASV_6635,Bacteria,NA,NA,NA,NA,NA
ASV_6636,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_6637,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6638,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_6639,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 8
ASV_6640,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
ASV_6641,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_6642,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_6643,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_6644,Bacteria,NA,NA,NA,NA,NA
ASV_6645,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Renibacterium
ASV_6646,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6647,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6648,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella
ASV_6649,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6650,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA
ASV_6651,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_6652,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA
ASV_6653,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,NA
ASV_6654,Bacteria,NA,NA,NA,NA,NA
ASV_6655,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010
ASV_6656,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6657,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6658,Bacteria,NA,NA,NA,NA,NA
ASV_6659,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6660,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas
ASV_6661,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_6662,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,NA
ASV_6663,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6664,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA
ASV_6665,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6666,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_6667,Bacteria,NA,NA,NA,NA,NA
ASV_6668,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6669,Bacteria,NA,NA,NA,NA,NA
ASV_6670,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
ASV_6671,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_6672,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
ASV_6673,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
ASV_6674,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_6675,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium
ASV_6676,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
ASV_6677,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6678,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA
ASV_6679,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA
ASV_6680,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6681,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
ASV_6682,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6683,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV_6684,Bacteria,Acidobacteriota,Acidobacteriae,NA,NA,NA
ASV_6685,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
ASV_6686,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_6687,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_6688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12
ASV_6689,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Bryocella
ASV_6690,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_6691,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_6692,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
ASV_6693,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_6694,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV_6695,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_6696,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ASV_6697,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_6698,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
ASV_6699,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ASV_6700,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_6701,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_6702,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6703,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_6704,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
ASV_6705,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella
ASV_6706,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_6707,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6708,Bacteria,NA,NA,NA,NA,NA
ASV_6709,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV_6710,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6711,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6712,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6713,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,NA
ASV_6714,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA
ASV_6715,Bacteria,NA,NA,NA,NA,NA
ASV_6716,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_6717,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_6718,Bacteria,NA,NA,NA,NA,NA
ASV_6719,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_6720,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter
ASV_6721,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV_6722,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6723,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_6724,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_6725,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_6726,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV_6727,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV_6728,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA
ASV_6729,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6730,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,NA
ASV_6731,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
ASV_6732,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6733,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
ASV_6734,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6735,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
ASV_6736,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_6737,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_6738,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
ASV_6739,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6740,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6741,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6742,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_6743,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6744,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,[Anaerorhabdus] furcosa group
ASV_6745,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_6746,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6747,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_6748,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6749,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
ASV_6750,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6751,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter
ASV_6752,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
ASV_6753,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA
ASV_6754,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
ASV_6755,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter
ASV_6756,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6757,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6758,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6759,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ASV_6760,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA
ASV_6761,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6762,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_6763,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA
ASV_6764,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_6765,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA
ASV_6766,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_6767,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_6768,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_6769,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
ASV_6770,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA
ASV_6771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
ASV_6772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
ASV_6773,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA
ASV_6774,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV_6775,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
ASV_6776,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA
ASV_6777,Bacteria,Firmicutes,Limnochordia,Hydrogenispora,NA,NA
ASV_6778,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola
ASV_6779,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6780,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6781,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax
ASV_6782,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV_6783,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
ASV_6784,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6785,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,NA,NA
ASV_6786,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6787,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys
ASV_6788,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hydrogenoanaerobacterium,NA
ASV_6789,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
ASV_6790,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
ASV_6791,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA
ASV_6792,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
ASV_6793,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6794,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6795,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_6796,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6797,Bacteria,NA,NA,NA,NA,NA
ASV_6798,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6799,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_6800,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6801,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6802,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA
ASV_6803,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV_6804,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV_6805,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_6806,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV_6807,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV_6808,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6809,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
ASV_6810,Bacteria,Firmicutes,Bacilli,RsaHf231,NA,NA
ASV_6811,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6812,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA
ASV_6813,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6814,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
ASV_6815,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_6816,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_6817,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
ASV_6818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_6819,NA,NA,NA,NA,NA,NA
ASV_6820,Bacteria,NA,NA,NA,NA,NA
ASV_6821,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA
ASV_6822,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV_6823,Bacteria,NA,NA,NA,NA,NA
ASV_6824,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV_6825,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_6826,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV_6827,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
ASV_6828,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_6829,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA
ASV_6830,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_6831,Bacteria,WPS-2,NA,NA,NA,NA
ASV_6832,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
ASV_6833,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus
ASV_6834,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_6835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys
ASV_6836,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA
ASV_6838,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6839,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
ASV_6840,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_6841,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_6842,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
ASV_6843,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6844,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6845,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6846,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_6847,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria
ASV_6848,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_6849,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,NA,NA
ASV_6850,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Anaerobacterium
ASV_6851,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6852,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_6853,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
ASV_6854,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
ASV_6855,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA
ASV_6856,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_6857,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA
ASV_6858,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6859,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_6860,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
ASV_6861,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
ASV_6862,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
ASV_6863,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6864,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6865,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium
ASV_6866,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA
ASV_6867,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_6868,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_6869,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6870,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6871,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6872,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6873,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6874,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6875,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
ASV_6876,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV_6877,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6878,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter
ASV_6879,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola
ASV_6880,Bacteria,Bacteroidota,NA,NA,NA,NA
ASV_6881,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6882,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA
ASV_6883,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_6884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia
ASV_6885,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
ASV_6886,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV_6887,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
ASV_6888,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola
ASV_6889,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_6890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_6891,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_6892,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6893,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA
ASV_6894,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia
ASV_6895,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA
ASV_6896,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6897,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_6898,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA
ASV_6899,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_6900,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA
ASV_6901,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV_6902,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA
ASV_6903,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_6904,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella
ASV_6905,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6906,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_6907,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_6908,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA
ASV_6909,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_6910,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,28-4
ASV_6911,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_6912,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_6913,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_6914,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_6915,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_6916,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_6917,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_6918,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
ASV_6919,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Centipeda
ASV_6920,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_6921,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella
ASV_6922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella
